NodeID	MNI_x	MNI_y	MNI_z	Desikan-Killiany_aparc_label	Chan_system_type	Power_system_label	Power_label	Power_red	Power_green	Power_blue	Vertex	Hemisphere	Chan_JON2017
223	52.362	-6.0964	45.922	Precentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	2	R	1
224	8.1611	19.498	63.878	Superior_frontal_gyrus	Association	Ventral_attention	7	0	0.502	0.502	3	R	1
225	25.906	-87.272	21.469	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	4	R	1
226	53.169	-41.843	44.123	Supramarginal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	5	R	1
227	25.139	-51.183	-6.8577	Lingual_gyrus	Sensory-motor	Visual	5	0	0	1	8	R	1
228	63.012	-36.464	-10.137	Middle_temporal_gyrus	N/A	Unknown_similar_to_Nelson_2010	26	1	0.706	0.353	9	R	0
229	32.82	-23.123	17.384	Insular_cortex	Sensory-motor	Auditory	24	1	0	1	10	R	1
230	20.063	-43.924	-3.7275	Lingual_gyrus	Sensory-motor	Visual	5	0	0	1	1514	R	1
231	6.2902	24.114	50.366	Superior_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	1783	R	1
232	3.9968	-31.959	36.728	Isthmus_of_cingulate_gyrus	Association	Default	3	1	0	0	1839	R	1
233	10.057	-8.25	42.736	Posterior_cingulate_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	2020	R	1
234	2.9989	-20.806	36.797	Posterior_cingulate_gyrus	Association	Default	3	1	0	0	2109	R	1
235	7.0874	-20.499	29.049	Posterior_cingulate_gyrus	N/A	Unknown_with_memory_retrieval_activity	22	0	0.424	1	2389	R	1
236	11.441	10.255	38.706	Superior_frontal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	2412	R	1
237	5.8033	-0.18612	29.563	Medial_wall	Association	Fronto-parietal control	6	0.961	0.961	0.059	2754	R	1
238	9.668	-40.695	64.186	Paracentral_lobule	Sensory-motor	Hand_somatomotor	4	0	1	1	3929	R	1
239	14.928	-35.229	47.07	Paracentral_lobule	Association	Cingulo-opercular_control	14	0.502	0	0.502	4094	R	1
240	15.2	-28.975	38.557	Posterior_cingulate_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	4210	R	1
241	4.3384	-32.287	71.844	Paracentral_lobule	Sensory-motor	Hand_somatomotor	4	0	1	1	4280	R	1
242	8.0927	-12.97	49.115	Paracentral_lobule	Sensory-motor	Hand_somatomotor	4	0	1	1	4704	R	1
243	7.3089	-4.1582	64.102	Superior_frontal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	4898	R	1
244	22.667	-30.512	65.37	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	5039	R	1
245	32.037	-23.92	57.344	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	5273	R	1
246	38.161	-17.394	66.931	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	5622	R	1
247	18.798	-24.814	67.571	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	5742	R	1
248	38.812	-1.8113	46.262	Precentral_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	5813	R	1
249	22.408	-16.424	72.436	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	5985	R	1
250	27.671	-7.9685	46.956	Precentral_gyrus	Association	Dorsal_attention	15	0	0.863	0	6108	R	1
251	16.553	-9.7692	66.15	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	6331	R	1
252	22.995	2.4742	55.915	Superior_frontal_gyrus	Association	Dorsal_attention	15	0	0.863	0	6439	R	1
253	38.573	-40.913	39.971	Superior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	6716	R	1
254	29.525	-34.347	62.941	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7258	R	1
255	44.723	-30.458	52.706	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7609	R	1
256	44.266	-27.599	39.714	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7620	R	1
257	32.303	-28.919	59.717	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7738	R	1
258	49.038	-21.146	60.664	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7880	R	1
259	41.087	-25.677	55.997	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7903	R	1
260	52.263	-21.433	47.681	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	7919	R	1
261	48.963	-14.68	52.695	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	8045	R	1
262	34.866	-24.345	47.489	Precentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	8055	R	1
263	37.389	-14.257	39.119	Precentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	8278	R	1
264	50.817	-20.813	8.0247	Transverse_temporal_cortex	Sensory-motor	Auditory	24	1	0	1	8480	R	1
265	63.204	-34.786	-1.6492	Middle_temporal_gyrus	Association	Default	3	1	0	0	8705	R	1
266	58.344	-39.848	35.997	Supramarginal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	8910	R	1
267	45.705	-37.038	2.3664	Superior_temporal_gyrus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	8989	R	1
268	57.257	-37.908	12.554	Banks_of_Superior_temporal_sulcus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	9153	R	1
269	46.64	-27.39	-4.9096	Superior_temporal_gyrus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	9214	R	1
270	53.511	-31.461	2.8098	Superior_temporal_gyrus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	9322	R	1
271	62.011	-32.466	32.779	Supramarginal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	9335	R	1
272	63.427	-28.43	2.9573	Superior_temporal_gyrus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	9498	R	1
273	61.359	-24.12	10.032	Superior_temporal_gyrus	Sensory-motor	Auditory	24	1	0	1	9752	R	1
274	48.488	-32.098	16.636	Supramarginal_gyrus	Sensory-motor	Auditory	24	1	0	1	9812	R	1
275	46.524	40.039	-15.715	Rostral_middle_frontal_gyrus	Association	Ventral_attention	7	0	0.502	0.502	10164	R	0
276	39.935	-4.4646	-12.145	Insular_cortex	N/A	Inferior_insula	25	0.773	0.773	0.773	10297	R	1
277	39.13	6.9817	-10.698	Lateral_orbitofrontal_cortex	N/A	Inferior_insula	25	0.773	0.773	0.773	10609	R	1
278	35.98	9.5974	4.6301	Inferior_frontal_gyrus-pars_triangularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	10820	R	1
279	40.773	-0.39988	15.539	Precentral_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	10883	R	1
280	37.255	8.9409	11.393	Inferior_frontal_gyrus-pars_opercularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	11009	R	1
281	30.58	22.799	-4.717	Lateral_orbitofrontal_cortex	Association	Salience	20	0	0	0	11036	R	1
282	33.496	22.913	10.708	Inferior_frontal_gyrus-pars_triangularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	11195	R	1
283	42.239	26.459	-8.391	Inferior_frontal_gyrus-pars_orbitalis	Association	Ventral_attention	7	0	0.502	0.502	11362	R	1
284	49.545	28.361	3.386	Inferior_frontal_gyrus-pars_triangularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	11517	R	1
285	22.319	-68.206	47.097	Superior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	12038	R	1
286	20.774	-86.494	27.669	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	12073	R	1
287	17.689	-53.069	63.695	Superior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	12112	R	1
288	11.492	-66.919	59.919	Superior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	12388	R	1
289	16.462	-79.13	34.801	Cuneus	Sensory-motor	Visual	5	0	0	1	12731	R	1
290	6.6156	-53.563	58.907	Precuneus	N/A	Unknown_with_memory_retrieval_activity	22	0	0.424	1	12797	R	1
291	6.9218	-69.638	45.745	Precuneus	N/A	Unknown_with_memory_retrieval_activity	22	0	0.424	1	12882	R	1
292	14.544	-65.288	34.904	Precuneus	N/A	Unknown_with_memory_retrieval_activity	22	0	0.424	1	13073	R	1
293	7.4358	-58.315	44.272	Precuneus	Association	Default	3	1	0	0	13086	R	1
294	11.316	-49.3	41.106	Precuneus	Association	Default	3	1	0	0	13273	R	1
295	3.6538	-63.472	28.964	Precuneus	Association	Default	3	1	0	0	13276	R	1
296	34.865	-75.908	20.724	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	13462	R	1
297	48.346	-46.79	44.549	Inferior_parietal_cortex	N/A	Unknown_similar_to_Nelson_2010	26	1	0.706	0.353	13659	R	1
298	34.615	-64.545	41.915	Inferior_parietal_cortex	Association	Fronto-parietal control	6	0.961	0.961	0.059	13972	R	1
299	38.333	-58.169	44.511	Inferior_parietal_cortex	Association	Fronto-parietal control	6	0.961	0.961	0.059	13981	R	1
300	30.089	-63.654	30.616	Inferior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	14051	R	1
301	34.085	-47.638	44.458	Superior_parietal_cortex	Association	Fronto-parietal control	6	0.961	0.961	0.059	14316	R	1
302	26.271	-62.18	42.765	Inferior_parietal_cortex	Association	Dorsal_attention	15	0	0.863	0	14330	R	1
303	28.076	-55.393	57.423	Superior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	14723	R	1
304	27.159	-43.08	60.995	Superior_parietal_cortex	Sensory-motor	Hand_somatomotor	4	0	1	1	14913	R	1
305	36.235	-77.39	6.226	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15174	R	1
306	33.971	-85.076	9.7676	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15218	R	1
307	50.671	-73.363	8.3088	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15286	R	1
308	43.046	-73.506	15.286	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15521	R	1
309	46.124	-65.575	14.787	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15618	R	1
310	45.035	-56.274	10.019	Inferior_parietal_cortex	Sensory-motor	Visual	5	0	0	1	15753	R	1
311	57.824	-50.117	13.221	Inferior_parietal_cortex	N/A	Lateral_occipito-temporal	19	0.353	0.353	0.353	16022	R	1
312	45.129	-66.021	38.808	Inferior_parietal_cortex	Association	Default	3	1	0	0	16210	R	1
313	50.716	-55.052	24.75	Inferior_parietal_cortex	Association	Default	3	1	0	0	16277	R	1
314	51.287	-55.307	41.548	Inferior_parietal_cortex	Association	Default	3	1	0	0	16453	R	1
315	64.785	-5.0481	11.439	Postcentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	16618	R	0
316	38.784	-27.252	21.078	Supramarginal_gyrus	Sensory-motor	Auditory	24	1	0	1	16744	R	1
317	56.639	-33.044	51.242	Supramarginal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	17012	R	1
318	56.733	-25.781	27.05	Supramarginal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	17081	R	1
319	58.488	-14.343	17.437	Postcentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	17477	R	1
320	58.417	-15.63	28.672	Postcentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	17572	R	1
321	53.573	-19.497	40.254	Postcentral_gyrus	Sensory-motor	Hand_somatomotor	4	0	1	1	17692	R	1
322	60.332	-6.3441	24.26	Postcentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	17877	R	1
323	52.569	-10.288	32.568	Postcentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	17981	R	1
324	49.996	-5.5931	28.271	Precentral_gyrus	Sensory-motor	Mouth_somatomotor	16	1	0.502	0	18089	R	1
325	51.046	21.215	10.038	Inferior_frontal_gyrus-pars_opercularis	Association	Ventral_attention	7	0	0.502	0.502	18377	R	1
326	46.145	3.24	7.7354	Inferior_frontal_gyrus-pars_opercularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	18417	R	1
327	55.936	27.008	14.462	Inferior_frontal_gyrus-pars_opercularis	Association	Ventral_attention	7	0	0.502	0.502	18486	R	0
328	51.19	11.881	-1.515	Inferior_frontal_gyrus-pars_opercularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	18574	R	1
329	46.221	-10.486	16.859	Postcentral_gyrus	Sensory-motor	Auditory	24	1	0	1	18655	R	1
330	44.823	29.648	17.428	Rostral_middle_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	18688	R	1
331	52.205	13.798	10.613	Inferior_frontal_gyrus-pars_opercularis	Association	Cingulo-opercular_control	14	0.502	0	0.502	18810	R	1
332	53.234	-1.4603	6.0623	Precentral_gyrus	Sensory-motor	Auditory	24	1	0	1	18842	R	1
333	40.92	20.541	24.331	Rostral_middle_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	19141	R	1
334	37.913	6.752	27.11	Caudal_middle_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	19495	R	1
335	49.803	2.6388	35.417	Precentral_gyrus	Association	Dorsal_attention	15	0	0.863	0	19695	R	1
336	17.059	6.6268	-16.415	Medial_wall	N/A	Orbitofrontal	11	0.373	0.373	0.373	19867	R	0
337	42.886	49.524	-6.0353	Rostral_middle_frontal_gyrus	N/A	Unknown_similar_to_Nelson_2010	26	1	0.706	0.353	20009	R	0
338	38.795	36.546	-10.314	Inferior_frontal_gyrus-pars_orbitalis	Association	Ventral_attention	7	0	0.502	0.502	20021	R	0
339	27.52	17.835	-14.571	Lateral_orbitofrontal_cortex	N/A	Inferior_anterior_insula	12	0.824	0.824	0.824	20094	R	1
340	22.428	21.411	-21.017	Lateral_orbitofrontal_cortex	N/A	Orbitofrontal	11	0.373	0.373	0.373	20472	R	0
341	31.509	58.137	-12.1	Rostral_middle_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	20493	R	0
342	22.886	29.542	-13.794	Lateral_orbitofrontal_cortex	Association	Fronto-parietal control	6	0.961	0.961	0.059	20510	R	0
343	25.148	46.089	-12.34	Lateral_orbitofrontal_cortex	Association	Fronto-parietal control	6	0.961	0.961	0.059	20542	R	0
344	22.694	36.855	-18.962	Lateral_orbitofrontal_cortex	N/A	Orbitofrontal	11	0.373	0.373	0.373	20670	R	0
345	22.503	62.602	-12.065	Frontal_pole	N/A	Frontal_pole	13	0.631	0.631	0.631	20733	R	0
346	13.24	61.37	-17.163	Medial_orbitofrontal_cortex	N/A	Frontal_pole	13	0.631	0.631	0.631	20908	R	0
347	11.598	51.708	-24.147	Medial_orbitofrontal_cortex	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	20914	R	0
348	10.956	39.286	-25.608	Medial_orbitofrontal_cortex	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	20921	R	0
349	13.036	21.121	-14.867	Medial_wall	N/A	Caudate_putamen	8	0	0.275	0.157	21022	R	0
350	2.6633	45.537	-26.772	Medial_orbitofrontal_cortex	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	21186	R	0
351	2.8063	36.669	-29.016	Medial_orbitofrontal_cortex	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	21231	R	0
352	5.0491	33.369	-13.472	Rostral_anterior_cingulate_gyrus	Association	Default	3	1	0	0	21356	R	0
353	35.027	-50.8	-17.472	Inferior_temporal_gyrus	Sensory-motor	Visual	5	0	0	1	21566	R	1
354	31.668	15.247	-31.262	Medial_wall	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	21602	R	0
355	30.48	19.866	-37.721	Temporal_pole	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	21607	R	0
356	58.079	-11.258	-24.284	Middle_temporal_gyrus	Association	Default	3	1	0	0	21635	R	0
357	57.441	-25.142	-16.912	Middle_temporal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	21804	R	0
358	32.942	9.8199	-38.723	Temporal_pole	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	21824	R	0
359	44.213	2.008	-39.253	Middle_temporal_gyrus	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	21834	R	0
360	52.501	-7.9819	-34.027	Middle_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	21941	R	0
361	23.296	9.6999	-37.349	Temporal_pole	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	21964	R	0
362	59.022	-36.28	-17.481	Middle_temporal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	22008	R	0
363	36.431	-1.1875	-46.321	Inferior_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	22118	R	0
364	53.995	-22.317	-30.431	Middle_temporal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	22264	R	0
365	52.385	-40.532	-19.618	Middle_temporal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	22317	R	0
366	39.889	-5.601	-35.28	Inferior_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	22334	R	0
367	47.555	-17.714	-31.092	Inferior_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	22342	R	0
368	46.597	-31.803	-21.621	Inferior_temporal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	22570	R	0
369	30.233	-10.412	-33.146	Entorhinal_cortex	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	22581	R	0
370	42.16	-18.505	-22.746	Inferior_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	22627	R	0
371	38.543	-39.432	-23.569	Inferior_temporal_gyrus	Sensory-motor	Visual	5	0	0	1	22808	R	0
372	32.502	-32.737	-25.677	Inferior_temporal_gyrus	N/A	Unknown_medial_temporal_parietal	21	1	0.973	0.706	22877	R	1
373	25.093	-48.921	-15.147	Fusiform_gyrus	Sensory-motor	Visual	5	0	0	1	23002	R	1
374	35.004	-25.396	-19.485	Fusiform_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	23006	R	1
375	32.42	-33.633	-18.314	Fusiform_gyrus	N/A	Unknown_medial_temporal_parietal	21	1	0.973	0.706	23011	R	1
376	31.876	-51.982	-7.5087	Fusiform_gyrus	Sensory-motor	Visual	5	0	0	1	23103	R	1
377	34.288	-37.332	-10.822	Fusiform_gyrus	N/A	Unknown_medial_temporal_parietal	21	1	0.973	0.706	23104	R	1
378	44.736	-71.297	-2.9074	Inferior_temporal_gyrus	Sensory-motor	Visual	5	0	0	1	23379	R	1
379	50.64	-56.803	-9.9602	Middle_temporal_gyrus	Association	Dorsal_attention	15	0	0.863	0	23520	R	1
380	59	-48.719	-18.751	Middle_temporal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	23562	R	0
381	37.343	-85.874	-4.3187	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	23634	R	1
382	42.007	-81.603	-10.299	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	23810	R	0
383	20.992	-97.731	-11.305	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	23986	R	0
384	41.985	-58.659	-11.486	Inferior_temporal_gyrus	Sensory-motor	Visual	5	0	0	1	24002	R	1
385	43.2	-46.829	-13.109	Inferior_temporal_gyrus	Sensory-motor	Visual	5	0	0	1	24175	R	1
386	17.894	-91.986	-1.8923	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	24207	R	1
387	20.098	-85.846	-6.6403	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	24260	R	1
388	29.181	-74.517	-9.9059	Fusiform_gyrus	Sensory-motor	Visual	5	0	0	1	24341	R	1
389	6.592	-89.158	-11.425	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	24459	R	0
390	9.8911	-76.324	-1.6424	Lingual_gyrus	Sensory-motor	Visual	5	0	0	1	24805	R	1
391	13.8	-92.302	14.749	Lateral_occipital_cortex	Sensory-motor	Visual	5	0	0	1	24992	R	1
392	3.9325	-74.995	7.0397	Pericalcarine_cortex	Sensory-motor	Visual	5	0	0	1	25162	R	1
393	11.596	-55.096	3.2918	Lingual_gyrus	Sensory-motor	Visual	5	0	0	1	25375	R	1
394	5.7466	-82.004	22.295	Cuneus	Sensory-motor	Visual	5	0	0	1	25406	R	1
395	8.4657	-74.915	13.692	Pericalcarine_cortex	Sensory-motor	Visual	5	0	0	1	25437	R	1
396	15.983	-64.397	4.3069	Pericalcarine_cortex	Sensory-motor	Visual	5	0	0	1	25464	R	1
397	6.7504	-72.274	24.497	Cuneus	Sensory-motor	Visual	5	0	0	1	25601	R	1
398	18.273	-74.17	24.342	Cuneus	Sensory-motor	Visual	5	0	0	1	25807	R	1
399	26.083	-60.05	6.775	Pericalcarine_cortex	Sensory-motor	Visual	5	0	0	1	25818	R	1
400	21.731	-65.645	18.403	Cuneus	Sensory-motor	Visual	5	0	0	1	25860	R	1
401	10	-55.086	12.518	Precuneus	Association	Default	3	1	0	0	26108	R	1
402	6.9771	-51.61	23.117	Precuneus	Association	Default	3	1	0	0	26234	R	1
403	20.026	-20.768	-23.621	Parahippocampal_gyrus	N/A	Ventral_frontral_temporal	2	0.502	0.502	0.502	26469	R	1
404	21.644	-33.958	-15.618	Parahippocampal_gyrus	N/A	Unknown_medial_temporal_parietal	21	1	0.973	0.706	26584	R	1
405	19.434	-29.938	-9.6818	Parahippocampal_gyrus	N/A	Unknown_medial_temporal_parietal	21	1	0.973	0.706	26867	R	1
406	7.9725	53.916	-8.9738	Medial_orbitofrontal_cortex	Association	Default	3	1	0	0	27905	R	0
407	17.742	65.415	-3.929	Superior_frontal_gyrus	N/A	Frontal_pole	13	0.631	0.631	0.631	28000	R	0
408	30.701	52.434	8.2384	Rostral_middle_frontal_gyrus	Association	Salience	20	0	0	0	28039	R	1
409	7.0839	61.995	0.91138	Superior_frontal_gyrus	Association	Default	3	1	0	0	28212	R	0
410	12.242	45.508	-0.27506	Rostral_anterior_cingulate_gyrus	Association	Default	3	1	0	0	28365	R	1
411	9.2648	68.211	8.8947	Superior_frontal_gyrus	Association	Default	3	1	0	0	28441	R	0
412	7.697	43.78	8.6038	Rostral_anterior_cingulate_gyrus	Association	Default	3	1	0	0	28627	R	1
413	8.3361	65.417	19.216	Superior_frontal_gyrus	Association	Default	3	1	0	0	28724	R	0
414	7.1997	53.913	15.255	Superior_frontal_gyrus	Association	Default	3	1	0	0	28767	R	1
415	17.396	57.716	23.666	Superior_frontal_gyrus	Association	Default	3	1	0	0	28824	R	1
416	6.2669	52.957	28.322	Superior_frontal_gyrus	Association	Default	3	1	0	0	29020	R	1
417	12.401	37.543	22.243	Superior_frontal_gyrus	Association	Default	3	1	0	0	29031	R	1
418	17.096	50.367	33.225	Superior_frontal_gyrus	Association	Default	3	1	0	0	29064	R	1
419	5.8971	47.688	35.208	Superior_frontal_gyrus	Association	Default	3	1	0	0	29148	R	1
420	8.5416	51.746	42.366	Superior_frontal_gyrus	Association	Default	3	1	0	0	29166	R	1
421	10.234	43.458	49.493	Superior_frontal_gyrus	Association	Default	3	1	0	0	29280	R	1
422	41.395	47.635	18.143	Rostral_middle_frontal_gyrus	Association	Fronto-parietal control	6	0.961	0.961	0.059	29630	R	1
423	28.614	39.859	27.4	Rostral_middle_frontal_gyrus	Association	Cingulo-opercular_control	14	0.502	0	0.502	29694	R	1
424	21.792	30.46	45.626	Superior_frontal_gyrus	Association	Default	3	1	0	0	29811	R	1
425	23.118	17.332	59.343	Superior_frontal_gyrus	N/A	Unknown_similar_to_Nelson_2010	26	1	0.706	0.353	30005	R	1
426	27.637	18.461	45.282	Superior_frontal_gyrus	Association	Default	3	1	0	0	30312	R	1
427	41.774	22.635	41.133	Caudal_middle_frontal_gyrus	N/A	Unknown_similar_to_Nelson_2010	26	1	0.706	0.353	30524	R	1
428	40.676	17.468	52.645	Caudal_middle_frontal_gyrus	Association	Default	3	1	0	0	30640	R	1
429	43.787	5.9573	-19.21	Insular_cortex	Association	Cingulo-opercular_control	14	0.502	0	0.502	31017	R	1
430	48.128	-7.9442	-4.5294	Insular_cortex	N/A	Inferior_insula	25	0.773	0.773	0.773	31293	R	1
431	38.552	-23.411	12.316	Insular_cortex	Sensory-motor	Auditory	24	1	0	1	31362	R	1
432	44.344	20.122	-28.446	Superior_temporal_gyrus	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	31463	R	0
433	56.124	3.7818	-2.5146	Superior_temporal_gyrus	Sensory-motor	Auditory	24	1	0	1	31525	R	1
434	57.124	-10.076	3.7382	Transverse_temporal_cortex	Sensory-motor	Auditory	24	1	0	1	31704	R	1
435	48.035	6.2559	-23.858	Superior_temporal_gyrus	N/A	Inferior_temporal_pole	10	0.675	0.675	0.675	31836	R	0
436	49.35	11.925	-36.124	Superior_temporal_gyrus	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	31865	R	0
437	55.684	-3.4315	-10.627	Superior_temporal_gyrus	Association	Default	3	1	0	0	31916	R	1
438	57.907	-12.365	-4.3734	Superior_temporal_gyrus	N/A	Superior_temporal_gyrus	9	1	0.722	0.827	32051	R	1
439	52.425	2.165	-33.456	Superior_temporal_gyrus	N/A	Lateral_temporal_pole	17	0.863	0.863	0.863	32058	R	0
440	57.499	-7.3821	-16.421	Superior_temporal_gyrus	Association	Default	3	1	0	0	32246	R	1
441	60.731	-22.544	-7.308	Superior_temporal_gyrus	Association	Default	3	1	0	0	32433	R	1
